รหัส ISBN (ชื่อเรื่อง),รหัสบาร์โค้ดประจำเล่ม (Copy ID),ชื่อหนังสือ (Book Title),หมายเลขเล่ม,ผู้แต่ง (Author),ราคาปก (บาท),หมวดหมู่หลัก,หมวดหมู่อย่อย,ชั้นวาง (Shelf),สถานะ (Status)
B460101030,B460101030-C04,ผ่าพิภพไททัน (Attack on Titan) เล่ม 30,เล่มที่ 4,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101030,B460101030-C05,ผ่าพิภพไททัน (Attack on Titan) เล่ม 30,เล่มที่ 5,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101031,B460101031-C01,ผ่าพิภพไททัน (Attack on Titan) เล่ม 31,เล่มที่ 1,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101031,B460101031-C02,ผ่าพิภพไททัน (Attack on Titan) เล่ม 31,เล่มที่ 2,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101031,B460101031-C03,ผ่าพิภพไททัน (Attack on Titan) เล่ม 31,เล่มที่ 3,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101031,B460101031-C04,ผ่าพิภพไททัน (Attack on Titan) เล่ม 31,เล่มที่ 4,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101031,B460101031-C05,ผ่าพิภพไททัน (Attack on Titan) เล่ม 31,เล่มที่ 5,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101032,B460101032-C01,ผ่าพิภพไททัน (Attack on Titan) เล่ม 32,เล่มที่ 1,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101032,B460101032-C02,ผ่าพิภพไททัน (Attack on Titan) เล่ม 32,เล่มที่ 2,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101032,B460101032-C03,ผ่าพิภพไททัน (Attack on Titan) เล่ม 32,เล่มที่ 3,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101032,B460101032-C04,ผ่าพิภพไททัน (Attack on Titan) เล่ม 32,เล่มที่ 4,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101032,B460101032-C05,ผ่าพิภพไททัน (Attack on Titan) เล่ม 32,เล่มที่ 5,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101033,B460101033-C01,ผ่าพิภพไททัน (Attack on Titan) เล่ม 33,เล่มที่ 1,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101033,B460101033-C02,ผ่าพิภพไททัน (Attack on Titan) เล่ม 33,เล่มที่ 2,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101033,B460101033-C03,ผ่าพิภพไททัน (Attack on Titan) เล่ม 33,เล่มที่ 3,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101033,B460101033-C04,ผ่าพิภพไททัน (Attack on Titan) เล่ม 33,เล่มที่ 4,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101033,B460101033-C05,ผ่าพิภพไททัน (Attack on Titan) เล่ม 33,เล่มที่ 5,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101034,B460101034-C01,ผ่าพิภพไททัน (Attack on Titan) เล่ม 34,เล่มที่ 1,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101034,B460101034-C02,ผ่าพิภพไททัน (Attack on Titan) เล่ม 34,เล่มที่ 2,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101034,B460101034-C03,ผ่าพิภพไททัน (Attack on Titan) เล่ม 34,เล่มที่ 3,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101034,B460101034-C04,ผ่าพิภพไททัน (Attack on Titan) เล่ม 34,เล่มที่ 4,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B460101034,B460101034-C05,ผ่าพิภพไททัน (Attack on Titan) เล่ม 34,เล่มที่ 5,Hajime Isayama,90.00,1,1,A-01,ว่าง (อยู่บนชั้น)
B470101001,B470101001-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 1,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101001,B470101001-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 1,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101001,B470101001-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 1,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101001,B470101001-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 1,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101001,B470101001-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 1,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101002,B470101002-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 2,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101002,B470101002-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 2,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101002,B470101002-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 2,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101002,B470101002-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 2,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101002,B470101002-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 2,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101003,B470101003-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 3,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101003,B470101003-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 3,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101003,B470101003-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 3,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101003,B470101003-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 3,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101003,B470101003-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 3,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101004,B470101004-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 4,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101004,B470101004-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 4,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101004,B470101004-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 4,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101004,B470101004-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 4,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101004,B470101004-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 4,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101005,B470101005-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 5,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101005,B470101005-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 5,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101005,B470101005-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 5,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101005,B470101005-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 5,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101005,B470101005-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 5,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101006,B470101006-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 6,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101006,B470101006-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 6,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101006,B470101006-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 6,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101006,B470101006-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 6,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101006,B470101006-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 6,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101007,B470101007-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 7,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101007,B470101007-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 7,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101007,B470101007-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 7,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101007,B470101007-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 7,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101007,B470101007-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 7,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101008,B470101008-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 8,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101008,B470101008-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 8,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101008,B470101008-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 8,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101008,B470101008-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 8,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101008,B470101008-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 8,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101009,B470101009-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 9,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101009,B470101009-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 9,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101009,B470101009-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 9,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101009,B470101009-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 9,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101009,B470101009-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 9,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101010,B470101010-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 10,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101010,B470101010-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 10,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101010,B470101010-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 10,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101010,B470101010-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 10,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101010,B470101010-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 10,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101011,B470101011-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 11,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101011,B470101011-C02,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 11,เล่มที่ 2,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101011,B470101011-C03,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 11,เล่มที่ 3,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101011,B470101011-C04,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 11,เล่มที่ 4,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101011,B470101011-C05,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 11,เล่มที่ 5,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
B470101012,B470101012-C01,ดาบพิฆาตอสูร (Demon Slayer) เล่ม 12,เล่มที่ 1,Koyoharu Gotouge,90.00,1,1,A-02,ว่าง (อยู่บนชั้น)
